plot_type,varname,casename,apply_log10,time_period,sel_dict,filepath,date
histogram,NH4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{'z_t': '500.00'},histogram/NH4.0001-01-01_0001-12-31.z_t--500.00.png,
histogram,NH4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{'z_t': '500.00'},histogram/NH4.0001-01-01_0001-12-31.z_t--500.00.log10.png,
histogram,NH4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{'z_t': '500.00'},histogram/NH4.0002-01-01_0002-12-31.z_t--500.00.png,
histogram,NH4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{'z_t': '500.00'},histogram/NH4.0002-01-01_0002-12-31.z_t--500.00.log10.png,
histogram,NH4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{'z_t': '500.00'},histogram/NH4.0003-01-01_0003-12-31.z_t--500.00.png,
histogram,NH4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{'z_t': '500.00'},histogram/NH4.0003-01-01_0003-12-31.z_t--500.00.log10.png,
histogram,NH4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{'z_t': '500.00'},histogram/NH4.0004-01-01_0004-12-31.z_t--500.00.png,
histogram,NH4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0004-01-01_0004-12-31,{'z_t': '500.00'},histogram/NH4.0004-01-01_0004-12-31.z_t--500.00.log10.png,
histogram,NHx_SURFACE_EMIS,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{},histogram/NHx_SURFACE_EMIS.0001-01-01_0001-12-31.png,
histogram,NHx_SURFACE_EMIS,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{},histogram/NHx_SURFACE_EMIS.0001-01-01_0001-12-31.log10.png,
histogram,NHx_SURFACE_EMIS,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{},histogram/NHx_SURFACE_EMIS.0002-01-01_0002-12-31.png,
histogram,NHx_SURFACE_EMIS,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{},histogram/NHx_SURFACE_EMIS.0002-01-01_0002-12-31.log10.png,
histogram,NHx_SURFACE_EMIS,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{},histogram/NHx_SURFACE_EMIS.0003-01-01_0003-12-31.png,
histogram,NHx_SURFACE_EMIS,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{},histogram/NHx_SURFACE_EMIS.0003-01-01_0003-12-31.log10.png,
histogram,NHx_SURFACE_EMIS,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{},histogram/NHx_SURFACE_EMIS.0004-01-01_0004-12-31.png,
histogram,NHx_SURFACE_EMIS,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0004-01-01_0004-12-31,{},histogram/NHx_SURFACE_EMIS.0004-01-01_0004-12-31.log10.png,
histogram,NO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{'z_t': '35109.35'},histogram/NO3.0001-01-01_0001-12-31.z_t--35109.35.png,
histogram,NO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{'z_t': '500.00'},histogram/NO3.0001-01-01_0001-12-31.z_t--500.00.png,
histogram,NO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{'z_t': '500.00'},histogram/NO3.0001-01-01_0001-12-31.z_t--500.00.log10.png,
histogram,NO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{'z_t': '35109.35'},histogram/NO3.0002-01-01_0002-12-31.z_t--35109.35.png,
histogram,NO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{'z_t': '500.00'},histogram/NO3.0002-01-01_0002-12-31.z_t--500.00.png,
histogram,NO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{'z_t': '500.00'},histogram/NO3.0002-01-01_0002-12-31.z_t--500.00.log10.png,
histogram,NO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{'z_t': '35109.35'},histogram/NO3.0003-01-01_0003-12-31.z_t--35109.35.png,
histogram,NO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{'z_t': '500.00'},histogram/NO3.0003-01-01_0003-12-31.z_t--500.00.png,
histogram,NO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{'z_t': '500.00'},histogram/NO3.0003-01-01_0003-12-31.z_t--500.00.log10.png,
histogram,NO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{'z_t': '35109.35'},histogram/NO3.0004-01-01_0004-12-31.z_t--35109.35.png,
histogram,NO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{'z_t': '500.00'},histogram/NO3.0004-01-01_0004-12-31.z_t--500.00.png,
histogram,NO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0004-01-01_0004-12-31,{'z_t': '500.00'},histogram/NO3.0004-01-01_0004-12-31.z_t--500.00.log10.png,
histogram,O2,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{'z_t': '35109.35'},histogram/O2.0001-01-01_0001-12-31.z_t--35109.35.png,
histogram,O2,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{'z_t': '35109.35'},histogram/O2.0001-01-01_0001-12-31.z_t--35109.35.log10.png,
histogram,O2,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{'z_t': '35109.35'},histogram/O2.0002-01-01_0002-12-31.z_t--35109.35.png,
histogram,O2,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{'z_t': '35109.35'},histogram/O2.0002-01-01_0002-12-31.z_t--35109.35.log10.png,
histogram,O2,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{'z_t': '35109.35'},histogram/O2.0003-01-01_0003-12-31.z_t--35109.35.png,
histogram,O2,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{'z_t': '35109.35'},histogram/O2.0003-01-01_0003-12-31.z_t--35109.35.log10.png,
histogram,O2,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{'z_t': '35109.35'},histogram/O2.0004-01-01_0004-12-31.z_t--35109.35.png,
histogram,O2,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0004-01-01_0004-12-31,{'z_t': '35109.35'},histogram/O2.0004-01-01_0004-12-31.z_t--35109.35.log10.png,
histogram,O2_ZMIN,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{},histogram/O2_ZMIN.0001-01-01_0001-12-31.png,
histogram,O2_ZMIN,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{},histogram/O2_ZMIN.0002-01-01_0002-12-31.png,
histogram,O2_ZMIN,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{},histogram/O2_ZMIN.0003-01-01_0003-12-31.png,
histogram,O2_ZMIN,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{},histogram/O2_ZMIN.0004-01-01_0004-12-31.png,
histogram,O2_ZMIN_DEPTH,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{},histogram/O2_ZMIN_DEPTH.0001-01-01_0001-12-31.png,
histogram,O2_ZMIN_DEPTH,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{},histogram/O2_ZMIN_DEPTH.0002-01-01_0002-12-31.png,
histogram,O2_ZMIN_DEPTH,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{},histogram/O2_ZMIN_DEPTH.0003-01-01_0003-12-31.png,
histogram,O2_ZMIN_DEPTH,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{},histogram/O2_ZMIN_DEPTH.0004-01-01_0004-12-31.png,
histogram,PH,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{},histogram/PH.0001-01-01_0001-12-31.png,
histogram,PH,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{},histogram/PH.0002-01-01_0002-12-31.png,
histogram,PH,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{},histogram/PH.0003-01-01_0003-12-31.png,
histogram,PH,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{},histogram/PH.0004-01-01_0004-12-31.png,
histogram,PO4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{'z_t': '35109.35'},histogram/PO4.0001-01-01_0001-12-31.z_t--35109.35.png,
histogram,PO4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{'z_t': '500.00'},histogram/PO4.0001-01-01_0001-12-31.z_t--500.00.png,
histogram,PO4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{'z_t': '500.00'},histogram/PO4.0001-01-01_0001-12-31.z_t--500.00.log10.png,
histogram,PO4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{'z_t': '35109.35'},histogram/PO4.0002-01-01_0002-12-31.z_t--35109.35.png,
histogram,PO4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{'z_t': '500.00'},histogram/PO4.0002-01-01_0002-12-31.z_t--500.00.png,
histogram,PO4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{'z_t': '500.00'},histogram/PO4.0002-01-01_0002-12-31.z_t--500.00.log10.png,
histogram,PO4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{'z_t': '35109.35'},histogram/PO4.0003-01-01_0003-12-31.z_t--35109.35.png,
histogram,PO4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{'z_t': '500.00'},histogram/PO4.0003-01-01_0003-12-31.z_t--500.00.png,
histogram,PO4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{'z_t': '500.00'},histogram/PO4.0003-01-01_0003-12-31.z_t--500.00.log10.png,
histogram,PO4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{'z_t': '35109.35'},histogram/PO4.0004-01-01_0004-12-31.z_t--35109.35.png,
histogram,PO4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{'z_t': '500.00'},histogram/PO4.0004-01-01_0004-12-31.z_t--500.00.png,
histogram,PO4,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0004-01-01_0004-12-31,{'z_t': '500.00'},histogram/PO4.0004-01-01_0004-12-31.z_t--500.00.log10.png,
histogram,POC_FLUX_100m,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{},histogram/POC_FLUX_100m.0001-01-01_0001-12-31.png,
histogram,POC_FLUX_100m,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{},histogram/POC_FLUX_100m.0001-01-01_0001-12-31.log10.png,
histogram,POC_FLUX_100m,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{},histogram/POC_FLUX_100m.0002-01-01_0002-12-31.png,
histogram,POC_FLUX_100m,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{},histogram/POC_FLUX_100m.0002-01-01_0002-12-31.log10.png,
histogram,POC_FLUX_100m,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{},histogram/POC_FLUX_100m.0003-01-01_0003-12-31.png,
histogram,POC_FLUX_100m,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{},histogram/POC_FLUX_100m.0003-01-01_0003-12-31.log10.png,
histogram,POC_FLUX_100m,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{},histogram/POC_FLUX_100m.0004-01-01_0004-12-31.png,
histogram,POC_FLUX_100m,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0004-01-01_0004-12-31,{},histogram/POC_FLUX_100m.0004-01-01_0004-12-31.log10.png,
histogram,SiO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{'z_t': '35109.35'},histogram/SiO3.0001-01-01_0001-12-31.z_t--35109.35.png,
histogram,SiO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{'z_t': '500.00'},histogram/SiO3.0001-01-01_0001-12-31.z_t--500.00.png,
histogram,SiO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{'z_t': '500.00'},histogram/SiO3.0001-01-01_0001-12-31.z_t--500.00.log10.png,
histogram,SiO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{'z_t': '35109.35'},histogram/SiO3.0002-01-01_0002-12-31.z_t--35109.35.png,
histogram,SiO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{'z_t': '500.00'},histogram/SiO3.0002-01-01_0002-12-31.z_t--500.00.png,
histogram,SiO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{'z_t': '500.00'},histogram/SiO3.0002-01-01_0002-12-31.z_t--500.00.log10.png,
histogram,SiO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{'z_t': '35109.35'},histogram/SiO3.0003-01-01_0003-12-31.z_t--35109.35.png,
histogram,SiO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{'z_t': '500.00'},histogram/SiO3.0003-01-01_0003-12-31.z_t--500.00.png,
histogram,SiO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{'z_t': '500.00'},histogram/SiO3.0003-01-01_0003-12-31.z_t--500.00.log10.png,
histogram,SiO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{'z_t': '35109.35'},histogram/SiO3.0004-01-01_0004-12-31.z_t--35109.35.png,
histogram,SiO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{'z_t': '500.00'},histogram/SiO3.0004-01-01_0004-12-31.z_t--500.00.png,
histogram,SiO3,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0004-01-01_0004-12-31,{'z_t': '500.00'},histogram/SiO3.0004-01-01_0004-12-31.z_t--500.00.log10.png,
histogram,coccoChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{'z_t_150m': '500.00'},histogram/coccoChl.0001-01-01_0001-12-31.z_t_150m--500.00.png,
histogram,coccoChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{'z_t_150m': '500.00'},histogram/coccoChl.0001-01-01_0001-12-31.z_t_150m--500.00.log10.png,
histogram,coccoChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{'z_t_150m': '500.00'},histogram/coccoChl.0002-01-01_0002-12-31.z_t_150m--500.00.png,
histogram,coccoChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{'z_t_150m': '500.00'},histogram/coccoChl.0002-01-01_0002-12-31.z_t_150m--500.00.log10.png,
histogram,coccoChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{'z_t_150m': '500.00'},histogram/coccoChl.0003-01-01_0003-12-31.z_t_150m--500.00.png,
histogram,coccoChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{'z_t_150m': '500.00'},histogram/coccoChl.0003-01-01_0003-12-31.z_t_150m--500.00.log10.png,
histogram,coccoChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{'z_t_150m': '500.00'},histogram/coccoChl.0004-01-01_0004-12-31.z_t_150m--500.00.png,
histogram,coccoChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0004-01-01_0004-12-31,{'z_t_150m': '500.00'},histogram/coccoChl.0004-01-01_0004-12-31.z_t_150m--500.00.log10.png,
histogram,diatChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{'z_t_150m': '500.00'},histogram/diatChl.0001-01-01_0001-12-31.z_t_150m--500.00.png,
histogram,diatChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{'z_t_150m': '500.00'},histogram/diatChl.0001-01-01_0001-12-31.z_t_150m--500.00.log10.png,
histogram,diatChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{'z_t_150m': '500.00'},histogram/diatChl.0002-01-01_0002-12-31.z_t_150m--500.00.png,
histogram,diatChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{'z_t_150m': '500.00'},histogram/diatChl.0002-01-01_0002-12-31.z_t_150m--500.00.log10.png,
histogram,diatChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{'z_t_150m': '500.00'},histogram/diatChl.0003-01-01_0003-12-31.z_t_150m--500.00.png,
histogram,diatChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{'z_t_150m': '500.00'},histogram/diatChl.0003-01-01_0003-12-31.z_t_150m--500.00.log10.png,
histogram,diatChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{'z_t_150m': '500.00'},histogram/diatChl.0004-01-01_0004-12-31.z_t_150m--500.00.png,
histogram,diatChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0004-01-01_0004-12-31,{'z_t_150m': '500.00'},histogram/diatChl.0004-01-01_0004-12-31.z_t_150m--500.00.log10.png,
histogram,diazChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{'z_t_150m': '500.00'},histogram/diazChl.0001-01-01_0001-12-31.z_t_150m--500.00.png,
histogram,diazChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{'z_t_150m': '500.00'},histogram/diazChl.0001-01-01_0001-12-31.z_t_150m--500.00.log10.png,
histogram,diazChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{'z_t_150m': '500.00'},histogram/diazChl.0002-01-01_0002-12-31.z_t_150m--500.00.png,
histogram,diazChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{'z_t_150m': '500.00'},histogram/diazChl.0002-01-01_0002-12-31.z_t_150m--500.00.log10.png,
histogram,diazChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{'z_t_150m': '500.00'},histogram/diazChl.0003-01-01_0003-12-31.z_t_150m--500.00.png,
histogram,diazChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{'z_t_150m': '500.00'},histogram/diazChl.0003-01-01_0003-12-31.z_t_150m--500.00.log10.png,
histogram,diazChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{'z_t_150m': '500.00'},histogram/diazChl.0004-01-01_0004-12-31.z_t_150m--500.00.png,
histogram,diazChl,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0004-01-01_0004-12-31,{'z_t_150m': '500.00'},histogram/diazChl.0004-01-01_0004-12-31.z_t_150m--500.00.log10.png,
histogram,photoC_cocco_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{},histogram/photoC_cocco_zint.0001-01-01_0001-12-31.png,
histogram,photoC_cocco_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{},histogram/photoC_cocco_zint.0001-01-01_0001-12-31.log10.png,
histogram,photoC_cocco_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{},histogram/photoC_cocco_zint.0002-01-01_0002-12-31.png,
histogram,photoC_cocco_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{},histogram/photoC_cocco_zint.0002-01-01_0002-12-31.log10.png,
histogram,photoC_cocco_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{},histogram/photoC_cocco_zint.0003-01-01_0003-12-31.png,
histogram,photoC_cocco_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{},histogram/photoC_cocco_zint.0003-01-01_0003-12-31.log10.png,
histogram,photoC_cocco_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{},histogram/photoC_cocco_zint.0004-01-01_0004-12-31.png,
histogram,photoC_cocco_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0004-01-01_0004-12-31,{},histogram/photoC_cocco_zint.0004-01-01_0004-12-31.log10.png,
histogram,photoC_diat_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{},histogram/photoC_diat_zint.0001-01-01_0001-12-31.png,
histogram,photoC_diat_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{},histogram/photoC_diat_zint.0001-01-01_0001-12-31.log10.png,
histogram,photoC_diat_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{},histogram/photoC_diat_zint.0002-01-01_0002-12-31.png,
histogram,photoC_diat_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{},histogram/photoC_diat_zint.0002-01-01_0002-12-31.log10.png,
histogram,photoC_diat_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{},histogram/photoC_diat_zint.0003-01-01_0003-12-31.png,
histogram,photoC_diat_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{},histogram/photoC_diat_zint.0003-01-01_0003-12-31.log10.png,
histogram,photoC_diat_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0004-01-01_0004-12-31,{},histogram/photoC_diat_zint.0004-01-01_0004-12-31.png,
histogram,photoC_diat_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0004-01-01_0004-12-31,{},histogram/photoC_diat_zint.0004-01-01_0004-12-31.log10.png,
histogram,photoC_diaz_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0001-01-01_0001-12-31,{},histogram/photoC_diaz_zint.0001-01-01_0001-12-31.png,
histogram,photoC_diaz_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0001-01-01_0001-12-31,{},histogram/photoC_diaz_zint.0001-01-01_0001-12-31.log10.png,
histogram,photoC_diaz_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0002-01-01_0002-12-31,{},histogram/photoC_diaz_zint.0002-01-01_0002-12-31.png,
histogram,photoC_diaz_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0002-01-01_0002-12-31,{},histogram/photoC_diaz_zint.0002-01-01_0002-12-31.log10.png,
histogram,photoC_diaz_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,False,0003-01-01_0003-12-31,{},histogram/photoC_diaz_zint.0003-01-01_0003-12-31.png,
histogram,photoC_diaz_zint,g.e22.G1850ECO_JRA_HR.TL319_t13.003,True,0003-01-01_0003-12-31,{},histogram/photoC_diaz_zint.0003-01-01_0003-12-31.log10.png,
